3/1/20,3/2/20,3/3/20,3/4/20,3/5/20,3/6/20,3/7/20,3/8/20,3/9/20,3/10/20,3/11/20,3/12/20,3/13/20,3/14/20,3/15/20,3/16/20,3/17/20,3/18/20,3/19/20,3/20/20,3/21/20,3/22/20,3/23/20,3/24/20,3/25/20,3/26/20,3/27/20,3/28/20,3/29/20,3/30/20,3/31/20,4/1/20,4/2/20,4/3/20,4/4/20,4/5/20,4/6/20,4/7/20,4/8/20,4/9/20,4/10/20,4/11/20,4/12/20,4/13/20,4/14/20,4/15/20,4/16/20,4/17/20,4/18/20,4/19/20,4/20/20,4/21/20,4/22/20,4/23/20,4/24/20,4/25/20,4/26/20,4/27/20,4/28/20,4/29/20,4/30/20,5/1/20,5/2/20,5/3/20,5/4/20,5/5/20,5/6/20,5/7/20,5/8/20,5/9/20,5/10/20,5/11/20,5/12/20,5/13/20,5/13/20,5/14/20,5/15/20,5/16/20,5/17/20,5/18/20,5/19/20,5/20/20,5/21/20
1,2,2,5,8,10,14,11,12,6,6,9,10,4,0,4,0,9,2,4,5,2,1,3,5,3,1,0,0,0,0,1,0,0,0,1,0,0,0,4,3,0,2,13,15,10,8,16,16,13,1,5,1,1,5,1,4,3,1,6,2,5,8,13,6,7,13,9,7,17,1
0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,1,16,3,2,5,2,7,1,7,4,1,7,1,11,8,15,4,0,6,9,16,27,6,19,24,38,30,56,49,15,17,15,20,14,12,28,16,25,24,10,6,14,1,12,13,4,3,12,12,4,18,1

